from_revision,from_code,to_revision,to_code,weight,note
H4,290373,H4,290373,1.0000,identity
H4,290374,H4,290374,1.0000,identity
H4,290375,H4,290375,1.0000,identity
H4,290376,H4,290376,1.0000,identity
H4,290377,H4,290377,1.0000,identity
H4,290378,H4,290378,1.0000,identity
H4,290379,H4,290379,1.0000,identity
H4,290381,H4,290381,1.0000,identity
H4,290382,H4,290382,1.0000,identity
H4,290389,H4,290389,1.0000,identity
H4,290391,H4,290391,1.0000,identity
H4,290392,H4,290392,1.0000,identity
H4,290399,H4,290399,1.0000,identity
H4,290410,H4,290410,1.0000,identity
H4,290420,H4,290420,1.0000,identity
H4,290490,H4,290490,1.0000,identity
H4,290511,H4,290511,1.0000,identity
H4,290512,H4,290512,1.0000,identity
H4,290513,H4,290513,1.0000,identity
H4,290514,H4,290514,1.0000,identity
H4,290516,H4,290516,1.0000,identity
H4,290517,H4,290517,1.0000,identity
H4,290519,H4,290519,1.0000,identity
H4,290522,H4,290522,1.0000,identity
H4,290529,H4,290529,1.0000,identity
H4,290531,H4,290531,1.0000,identity
H4,290532,H4,290532,1.0000,identity
H4,290539,H4,290539,1.0000,identity
H4,290541,H4,290541,1.0000,identity
H4,290542,H4,290542,1.0000,identity
H4,290543,H4,290543,1.0000,identity
H4,290544,H4,290544,1.0000,identity
H4,290545,H4,290545,1.0000,identity
H4,290549,H4,290549,1.0000,identity
H4,290551,H4,290551,1.0000,identity
H4,290559,H4,290559,1.0000,identity
H4,290611,H4,290611,1.0000,identity
H4,290612,H4,290612,1.0000,identity
H4,290613,H4,290613,1.0000,identity
H4,290619,H4,290619,1.0000,identity
H4,290621,H4,290621,1.0000,identity
H4,290629,H4,290629,1.0000,identity
H4,290711,H4,290711,1.0000,identity
H4,290712,H4,290712,1.0000,identity
H4,290713,H4,290713,1.0000,identity
H4,290715,H4,290715,1.0000,identity
H4,290719,H4,290719,1.0000,identity
H4,290721,H4,290721,1.0000,identity
H4,290722,H4,290722,1.0000,identity
H4,290723,H4,290723,1.0000,identity
H4,290729,H4,290729,1.0000,identity
H4,290811,H4,290811,1.0000,identity
H4,290819,H4,290819,1.0000,identity
H4,290891,H4,290891,1.0000,identity
H4,290892,H4,290892,1.0000,identity
H4,290899,H4,290899,1.0000,identity
H4,290911,H4,290911,1.0000,identity
H4,290919,H4,290919,1.0000,identity
H4,290920,H4,290920,1.0000,identity
H4,290930,H4,290930,1.0000,identity
H4,290941,H4,290941,1.0000,identity
H4,290943,H4,290943,1.0000,identity
H4,290944,H4,290944,1.0000,identity
H4,290949,H4,290949,1.0000,identity
H4,290950,H4,290950,1.0000,identity
H4,290960,H4,290960,1.0000,identity
H4,291010,H4,291010,1.0000,identity
H4,291020,H4,291020,1.0000,identity
H4,291030,H4,291030,1.0000,identity
H4,291040,H4,291040,1.0000,identity
H4,291090,H4,291090,1.0000,identity
H4,291100,H4,291100,1.0000,identity
H4,291211,H4,291211,1.0000,identity
H4,291212,H4,291212,1.0000,identity
H4,291219,H4,291219,1.0000,identity
H4,291221,H4,291221,1.0000,identity
H4,291229,H4,291229,1.0000,identity
H4,291241,H4,291241,1.0000,identity
H4,291242,H4,291242,1.0000,identity
H4,291249,H4,291249,1.0000,identity
H4,291250,H4,291250,1.0000,identity
H4,291260,H4,291260,1.0000,identity
H4,291300,H4,291300,1.0000,identity
H4,291411,H4,291411,1.0000,identity
H4,291412,H4,291412,1.0000,identity
H4,291413,H4,291413,1.0000,identity
H4,291419,H4,291419,1.0000,identity
H4,291422,H4,291422,1.0000,identity
H4,291423,H4,291423,1.0000,identity
H4,291429,H4,291429,1.0000,identity
H4,291431,H4,291431,1.0000,identity
H4,291439,H4,291439,1.0000,identity
H4,291440,H4,291440,1.0000,identity
H4,291450,H4,291450,1.0000,identity
H4,291461,H4,291461,1.0000,identity
H4,291469,H4,291469,1.0000,identity
H4,291470,H4,291470,1.0000,identity
H4,291511,H4,291511,1.0000,identity
H4,291512,H4,291512,1.0000,identity
H4,291513,H4,291513,1.0000,identity
H4,291521,H4,291521,1.0000,identity
H4,291524,H4,291524,1.0000,identity
H4,291529,H4,291529,1.0000,identity
H4,291531,H4,291531,1.0000,identity
H4,291532,H4,291532,1.0000,identity
H4,291533,H4,291533,1.0000,identity
H4,291536,H4,291536,1.0000,identity
H4,291539,H4,291539,1.0000,identity
H4,291540,H4,291540,1.0000,identity
H4,291550,H4,291550,1.0000,identity
H4,291560,H4,291560,1.0000,identity
H4,291570,H4,291570,1.0000,identity
H4,291590,H4,291590,1.0000,identity
H4,291611,H4,291611,1.0000,identity
H4,291612,H4,291612,1.0000,identity
H4,291613,H4,291613,1.0000,identity
H4,291614,H4,291614,1.0000,identity
H4,291615,H4,291615,1.0000,identity
H4,291616,H4,291616,1.0000,identity
H4,291619,H4,291619,1.0000,identity
H4,291620,H4,291620,1.0000,identity
H4,291631,H4,291631,1.0000,identity
H4,291632,H4,291632,1.0000,identity
H4,291634,H4,291634,1.0000,identity
H4,291639,H4,291639,1.0000,identity
H4,291711,H4,291711,1.0000,identity
H4,291712,H4,291712,1.0000,identity
H4,291713,H4,291713,1.0000,identity
H4,291714,H4,291714,1.0000,identity
H4,291719,H4,291719,1.0000,identity
H4,291720,H4,291720,1.0000,identity
H4,291732,H4,291732,1.0000,identity
H4,291733,H4,291733,1.0000,identity
H4,291734,H4,291734,1.0000,identity
H4,291735,H4,291735,1.0000,identity
H4,291736,H4,291736,1.0000,identity
H4,291737,H4,291737,1.0000,identity
H4,291739,H4,291739,1.0000,identity
H4,291811,H4,291811,1.0000,identity
H4,291812,H4,291812,1.0000,identity
H4,291813,H4,291813,1.0000,identity
H4,291814,H4,291814,1.0000,identity
H4,291815,H4,291815,1.0000,identity
H4,291816,H4,291816,1.0000,identity
H4,291818,H4,291818,1.0000,identity
H4,291819,H4,291819,1.0000,identity
H4,291821,H4,291821,1.0000,identity
H4,291822,H4,291822,1.0000,identity
H4,291823,H4,291823,1.0000,identity
H4,291829,H4,291829,1.0000,identity
H4,291830,H4,291830,1.0000,identity
H4,291891,H4,291891,1.0000,identity
H4,291899,H4,291899,1.0000,identity
H4,291910,H4,291910,1.0000,identity
H4,291990,H4,291990,1.0000,identity
H4,292011,H4,292011,1.0000,identity
H4,292019,H4,292019,1.0000,identity
H4,292090,H4,292090,1.0000,identity
H4,292111,H4,292111,1.0000,identity
H4,292119,H4,292119,1.0000,identity
H4,292121,H4,292121,1.0000,identity
H4,292122,H4,292122,1.0000,identity
H4,292129,H4,292129,1.0000,identity
H4,292130,H4,292130,1.0000,identity
H4,292141,H4,292141,1.0000,identity
H4,292142,H4,292142,1.0000,identity
H4,292143,H4,292143,1.0000,identity
H4,292144,H4,292144,1.0000,identity
H4,292145,H4,292145,1.0000,identity
H4,292146,H4,292146,1.0000,identity
H4,292149,H4,292149,1.0000,identity
H4,292151,H4,292151,1.0000,identity
H4,292159,H4,292159,1.0000,identity
H4,292211,H4,292211,1.0000,identity
H4,292212,H4,292212,1.0000,identity
H4,292213,H4,292213,1.0000,identity
H4,292214,H4,292214,1.0000,identity
H4,292219,H4,292219,1.0000,identity
H4,292221,H4,292221,1.0000,identity
H4,292229,H4,292229,1.0000,identity
H4,292231,H4,292231,1.0000,identity
H4,292239,H4,292239,1.0000,identity
H4,292241,H4,292241,1.0000,identity
H4,292242,H4,292242,1.0000,identity
H4,292243,H4,292243,1.0000,identity
H4,292244,H4,292244,1.0000,identity
H4,292249,H4,292249,1.0000,identity
H4,292250,H4,292250,1.0000,identity
H4,292310,H4,292310,1.0000,identity
H4,292320,H4,292320,1.0000,identity
H4,292390,H4,292390,1.0000,identity
H4,292411,H4,292411,1.0000,identity
H4,292412,H4,292412,1.0000,identity
H4,292419,H4,292419,1.0000,identity
H4,292421,H4,292421,1.0000,identity
H4,292423,H4,292423,1.0000,identity
H4,292424,H4,292424,1.0000,identity
H4,292429,H4,292429,1.0000,identity
H4,292511,H4,292511,1.0000,identity
H4,292512,H4,292512,1.0000,identity
H4,292519,H4,292519,1.0000,identity
H4,292521,H4,292521,1.0000,identity
H4,292529,H4,292529,1.0000,identity
H4,292610,H4,292610,1.0000,identity
H4,292620,H4,292620,1.0000,identity
H4,292630,H4,292630,1.0000,identity
H4,292690,H4,292690,1.0000,identity
H4,292700,H4,292700,1.0000,identity
H4,292800,H4,292800,1.0000,identity
H4,292910,H4,292910,1.0000,identity
H4,292990,H4,292990,1.0000,identity
H4,293020,H4,293020,1.0000,identity
H4,293030,H4,293030,1.0000,identity
H4,293040,H4,293040,1.0000,identity
H4,293050,H4,293050,1.0000,identity
H4,293090,H4,293090,1.0000,identity
H4,293110,H4,293110,1.0000,identity
H4,293120,H4,293120,1.0000,identity
H4,293190,H4,293190,1.0000,identity
H4,293211,H4,293211,1.0000,identity
H4,293212,H4,293212,1.0000,identity
H4,293213,H4,293213,1.0000,identity
H4,293219,H4,293219,1.0000,identity
H4,293220,H4,293220,1.0000,identity
H4,293291,H4,293291,1.0000,identity
H4,293292,H4,293292,1.0000,identity
H4,293293,H4,293293,1.0000,identity
H4,293294,H4,293294,1.0000,identity
H4,293295,H4,293295,1.0000,identity
H4,293299,H4,293299,1.0000,identity
H4,293311,H4,293311,1.0000,identity
H4,293319,H4,293319,1.0000,identity
H4,293321,H4,293321,1.0000,identity
H4,293329,H4,293329,1.0000,identity
H4,293331,H4,293331,1.0000,identity
H4,293332,H4,293332,1.0000,identity
H4,293333,H4,293333,1.0000,identity
H4,293339,H4,293339,1.0000,identity
H4,293341,H4,293341,1.0000,identity
H4,293349,H4,293349,1.0000,identity
H4,293352,H4,293352,1.0000,identity
H4,293353,H4,293353,1.0000,identity
H4,293354,H4,293354,1.0000,identity
H4,293355,H4,293355,1.0000,identity
H4,293359,H4,293359,1.0000,identity
H4,293361,H4,293361,1.0000,identity
H4,293369,H4,293369,1.0000,identity
H4,293371,H4,293371,1.0000,identity
H4,293372,H4,293372,1.0000,identity
H4,293379,H4,293379,1.0000,identity
H4,293391,H4,293391,1.0000,identity
H4,293399,H4,293399,1.0000,identity
H4,293410,H4,293410,1.0000,identity
H4,293420,H4,293420,1.0000,identity
H4,293430,H4,293430,1.0000,identity
H4,293491,H4,293491,1.0000,identity
H4,293499,H4,293499,1.0000,identity
H4,293500,H4,293500,1.0000,identity
H4,293621,H4,293621,1.0000,identity
H4,293622,H4,293622,1.0000,identity
H4,293623,H4,293623,1.0000,identity
H4,293624,H4,293624,1.0000,identity
H4,293625,H4,293625,1.0000,identity
H4,293626,H4,293626,1.0000,identity
H4,293627,H4,293627,1.0000,identity
H4,293628,H4,293628,1.0000,identity
H4,293629,H4,293629,1.0000,identity
H4,293690,H4,293690,1.0000,identity
H4,293711,H4,293711,1.0000,identity
H4,293712,H4,293712,1.0000,identity
H4,293719,H4,293719,1.0000,identity
H4,293721,H4,293721,1.0000,identity
H4,293722,H4,293722,1.0000,identity
H4,293723,H4,293723,1.0000,identity
H4,293729,H4,293729,1.0000,identity
H4,293750,H4,293750,1.0000,identity
H4,293790,H4,293790,1.0000,identity
H4,293810,H4,293810,1.0000,identity
H4,293890,H4,293890,1.0000,identity
H4,293911,H4,293911,1.0000,identity
H4,293919,H4,293919,1.0000,identity
H4,293920,H4,293920,1.0000,identity
H4,293930,H4,293930,1.0000,identity
H4,293941,H4,293941,1.0000,identity
H4,293942,H4,293942,1.0000,identity
H4,293943,H4,293943,1.0000,identity
H4,293944,H4,293944,1.0000,identity
H4,293949,H4,293949,1.0000,identity
H4,293951,H4,293951,1.0000,identity
H4,293959,H4,293959,1.0000,identity
H4,293961,H4,293961,1.0000,identity
H4,293962,H4,293962,1.0000,identity
H4,293963,H4,293963,1.0000,identity
H4,293969,H4,293969,1.0000,identity
H4,293991,H4,293991,1.0000,identity
H4,293999,H4,293999,1.0000,identity
H4,294000,H4,294000,1.0000,identity
H4,294110,H4,294110,1.0000,identity
H4,294120,H4,294120,1.0000,identity
H4,294130,H4,294130,1.0000,identity
H4,294140,H4,294140,1.0000,identity
H4,294150,H4,294150,1.0000,identity
H4,294190,H4,294190,1.0000,identity
H4,294200,H4,294200,1.0000,identity
H4,300120,H4,300120,1.0000,identity
H4,300190,H4,300190,1.0000,identity
H4,300210,H4,300210,1.0000,identity
H4,300220,H4,300220,1.0000,identity
H4,300230,H4,300230,1.0000,identity
H4,300290,H4,300290,1.0000,identity
H4,300310,H4,300310,1.0000,identity
H4,300320,H4,300320,1.0000,identity
H4,300331,H4,300331,1.0000,identity
H4,300339,H4,300339,1.0000,identity
H4,300340,H4,300340,1.0000,identity
H4,300390,H4,300390,1.0000,identity
H4,300410,H4,300410,1.0000,identity
H4,300420,H4,300420,1.0000,identity
H4,300431,H4,300431,1.0000,identity
H4,300432,H4,300432,1.0000,identity
H4,300439,H4,300439,1.0000,identity
H4,300440,H4,300440,1.0000,identity
H4,300450,H4,300450,1.0000,identity
H4,300490,H4,300490,1.0000,identity
H4,300510,H4,300510,1.0000,identity
H4,300590,H4,300590,1.0000,identity
H4,300610,H4,300610,1.0000,identity
H4,300620,H4,300620,1.0000,identity
H4,300630,H4,300630,1.0000,identity
H4,300640,H4,300640,1.0000,identity
H4,300650,H4,300650,1.0000,identity
H4,300660,H4,300660,1.0000,identity
H4,300670,H4,300670,1.0000,identity
H4,300691,H4,300691,1.0000,identity
H4,300692,H4,300692,1.0000,identity
H4,310100,H4,310100,1.0000,identity
H4,310210,H4,310210,1.0000,identity
H4,310221,H4,310221,1.0000,identity
H4,310229,H4,310229,1.0000,identity
H4,310230,H4,310230,1.0000,identity
H4,310240,H4,310240,1.0000,identity
H4,310250,H4,310250,1.0000,identity
H4,310260,H4,310260,1.0000,identity
H4,310280,H4,310280,1.0000,identity
H4,310290,H4,310290,1.0000,identity
H4,310310,H4,310310,1.0000,identity
H4,310390,H4,310390,1.0000,identity
H4,310420,H4,310420,1.0000,identity
H4,310430,H4,310430,1.0000,identity
H4,310490,H4,310490,1.0000,identity
H4,310510,H4,310510,1.0000,identity
H4,310520,H4,310520,1.0000,identity
H4,310530,H4,310530,1.0000,identity
H4,310540,H4,310540,1.0000,identity
H4,310551,H4,310551,1.0000,identity
H4,310559,H4,310559,1.0000,identity
H4,310560,H4,310560,1.0000,identity
H4,310590,H4,310590,1.0000,identity
H4,320110,H4,320110,1.0000,identity
H4,320120,H4,320120,1.0000,identity
H4,320190,H4,320190,1.0000,identity
H4,320210,H4,320210,1.0000,identity
H4,320290,H4,320290,1.0000,identity
H4,320300,H4,320300,1.0000,identity
H4,320411,H4,320411,1.0000,identity
H4,320412,H4,320412,1.0000,identity
H4,320413,H4,320413,1.0000,identity
H4,320414,H4,320414,1.0000,identity
H4,320415,H4,320415,1.0000,identity
H4,320416,H4,320416,1.0000,identity
H4,320417,H4,320417,1.0000,identity
H4,320419,H4,320419,1.0000,identity
H4,320420,H4,320420,1.0000,identity
H4,320490,H4,320490,1.0000,identity
H4,320500,H4,320500,1.0000,identity
H4,320611,H4,320611,1.0000,identity
H4,320619,H4,320619,1.0000,identity
H4,320620,H4,320620,1.0000,identity
H4,320641,H4,320641,1.0000,identity
H4,320642,H4,320642,1.0000,identity
H4,320649,H4,320649,1.0000,identity
H4,320650,H4,320650,1.0000,identity
H4,320710,H4,320710,1.0000,identity
H4,320720,H4,320720,1.0000,identity
H4,320730,H4,320730,1.0000,identity
H4,320740,H4,320740,1.0000,identity
H4,320810,H4,320810,1.0000,identity
H4,320820,H4,320820,1.0000,identity
H4,320890,H4,320890,1.0000,identity
H4,320910,H4,320910,1.0000,identity
H4,320990,H4,320990,1.0000,identity
H4,321000,H4,321000,1.0000,identity
H4,321100,H4,321100,1.0000,identity
H4,321210,H4,321210,1.0000,identity
H4,321290,H4,321290,1.0000,identity
H4,321310,H4,321310,1.0000,identity
H4,321390,H4,321390,1.0000,identity
H4,321410,H4,321410,1.0000,identity
H4,321490,H4,321490,1.0000,identity
H4,321511,H4,321511,1.0000,identity
H4,321519,H4,321519,1.0000,identity
H4,321590,H4,321590,1.0000,identity
H4,330112,H4,330112,1.0000,identity
H4,330113,H4,330113,1.0000,identity
H4,330119,H4,330119,1.0000,identity
H4,330124,H4,330124,1.0000,identity
H4,330125,H4,330125,1.0000,identity
H4,330129,H4,330129,1.0000,identity
H4,330130,H4,330130,1.0000,identity
H4,330190,H4,330190,1.0000,identity
H4,330210,H4,330210,1.0000,identity
H4,330290,H4,330290,1.0000,identity
H4,330300,H4,330300,1.0000,identity
H4,330410,H4,330410,1.0000,identity
H4,330420,H4,330420,1.0000,identity
H4,330430,H4,330430,1.0000,identity
H4,330491,H4,330491,1.0000,identity
H4,330499,H4,330499,1.0000,identity
H4,330510,H4,330510,1.0000,identity
H4,330520,H4,330520,1.0000,identity
H4,330530,H4,330530,1.0000,identity
H4,330590,H4,330590,1.0000,identity
H4,330610,H4,330610,1.0000,identity
H4,330620,H4,330620,1.0000,identity
H4,330690,H4,330690,1.0000,identity
H4,330710,H4,330710,1.0000,identity
H4,330720,H4,330720,1.0000,identity
H4,330730,H4,330730,1.0000,identity
H4,330741,H4,330741,1.0000,identity
H4,330749,H4,330749,1.0000,identity
H4,330790,H4,330790,1.0000,identity
H4,340111,H4,340111,1.0000,identity
H4,340119,H4,340119,1.0000,identity
H4,340120,H4,340120,1.0000,identity
H4,340130,H4,340130,1.0000,identity
H4,340211,H4,340211,1.0000,identity
H4,340212,H4,340212,1.0000,identity
H4,340213,H4,340213,1.0000,identity
H4,340219,H4,340219,1.0000,identity
H4,340220,H4,340220,1.0000,identity
H4,340290,H4,340290,1.0000,identity
H4,340311,H4,340311,1.0000,identity
H4,340319,H4,340319,1.0000,identity
H4,340391,H4,340391,1.0000,identity
H4,340399,H4,340399,1.0000,identity
H4,340420,H4,340420,1.0000,identity
H4,340490,H4,340490,1.0000,identity
H4,340510,H4,340510,1.0000,identity
H4,340520,H4,340520,1.0000,identity
H4,340530,H4,340530,1.0000,identity
H4,340540,H4,340540,1.0000,identity
H4,340590,H4,340590,1.0000,identity
H4,340600,H4,340600,1.0000,identity
H4,340700,H4,340700,1.0000,identity
H4,350110,H4,350110,1.0000,identity
H4,350190,H4,350190,1.0000,identity
H4,350211,H4,350211,1.0000,identity
H4,350219,H4,350219,1.0000,identity
H4,350220,H4,350220,1.0000,identity
H4,350290,H4,350290,1.0000,identity
H4,350300,H4,350300,1.0000,identity
H4,350400,H4,350400,1.0000,identity
H4,350510,H4,350510,1.0000,identity
H4,350520,H4,350520,1.0000,identity
H4,350610,H4,350610,1.0000,identity
H4,350691,H4,350691,1.0000,identity
H4,350699,H4,350699,1.0000,identity
H4,350710,H4,350710,1.0000,identity
H4,350790,H4,350790,1.0000,identity
H4,360100,H4,360100,1.0000,identity
H4,360200,H4,360200,1.0000,identity
H4,360300,H4,360300,1.0000,identity
H4,360410,H4,360410,1.0000,identity
H4,360490,H4,360490,1.0000,identity
H4,360500,H4,360500,1.0000,identity
H4,360610,H4,360610,1.0000,identity
H4,360690,H4,360690,1.0000,identity
H4,370110,H4,370110,1.0000,identity
H4,370120,H4,370120,1.0000,identity
H4,370130,H4,370130,1.0000,identity
H4,370191,H4,370191,1.0000,identity
H4,370199,H4,370199,1.0000,identity
H4,370210,H4,370210,1.0000,identity
H4,370231,H4,370231,1.0000,identity
H4,370232,H4,370232,1.0000,identity
H4,370239,H4,370239,1.0000,identity
H4,370241,H4,370241,1.0000,identity
H4,370242,H4,370242,1.0000,identity
H4,370243,H4,370243,1.0000,identity
H4,370244,H4,370244,1.0000,identity
H4,370252,H4,370252,1.0000,identity
H4,370253,H4,370253,1.0000,identity
H4,370254,H4,370254,1.0000,identity
H4,370255,H4,370255,1.0000,identity
H4,370256,H4,370256,1.0000,identity
H4,370296,H4,370296,1.0000,identity
H4,370297,H4,370297,1.0000,identity
H4,370298,H4,370298,1.0000,identity
H4,370310,H4,370310,1.0000,identity
H4,370320,H4,370320,1.0000,identity
H4,370390,H4,370390,1.0000,identity
H4,370400,H4,370400,1.0000,identity
H4,370590,H4,370590,1.0000,identity
H4,370610,H4,370610,1.0000,identity
H4,370690,H4,370690,1.0000,identity
H4,370710,H4,370710,1.0000,identity
H4,370790,H4,370790,1.0000,identity
H4,380110,H4,380110,1.0000,identity
H4,380120,H4,380120,1.0000,identity
H4,380130,H4,380130,1.0000,identity
H4,380190,H4,380190,1.0000,identity
H4,380210,H4,380210,1.0000,identity
H4,380290,H4,380290,1.0000,identity
H4,380300,H4,380300,1.0000,identity
H4,380400,H4,380400,1.0000,identity
H4,380510,H4,380510,1.0000,identity
H4,380590,H4,380590,1.0000,identity
H4,380610,H4,380610,1.0000,identity
H4,380620,H4,380620,1.0000,identity
H4,380630,H4,380630,1.0000,identity
H4,380690,H4,380690,1.0000,identity
H4,380700,H4,380700,1.0000,identity
H4,380850,H4,380850,1.0000,identity
H4,380891,H4,380891,1.0000,identity
H4,380892,H4,380892,1.0000,identity
H4,380893,H4,380893,1.0000,identity
H4,380894,H4,380894,1.0000,identity
H4,380899,H4,380899,1.0000,identity
H4,380910,H4,380910,1.0000,identity
H4,380991,H4,380991,1.0000,identity
H4,380992,H4,380992,1.0000,identity
H4,380993,H4,380993,1.0000,identity
H4,381010,H4,381010,1.0000,identity
H4,381090,H4,381090,1.0000,identity
H4,381111,H4,381111,1.0000,identity
H4,381119,H4,381119,1.0000,identity
H4,381121,H4,381121,1.0000,identity
H4,381129,H4,381129,1.0000,identity
H4,381190,H4,381190,1.0000,identity
H4,381210,H4,381210,1.0000,identity
H4,381220,H4,381220,1.0000,identity
H4,381230,H4,381230,1.0000,identity
H4,381300,H4,381300,1.0000,identity
H4,381400,H4,381400,1.0000,identity
H4,381511,H4,381511,1.0000,identity
H4,381512,H4,381512,1.0000,identity
H4,381519,H4,381519,1.0000,identity
H4,381590,H4,381590,1.0000,identity
H4,381600,H4,381600,1.0000,identity
H4,381700,H4,381700,1.0000,identity
H4,381800,H4,381800,1.0000,identity
H4,381900,H4,381900,1.0000,identity
H4,382000,H4,382000,1.0000,identity
H4,382100,H4,382100,1.0000,identity
H4,382200,H4,382200,1.0000,identity
H4,382311,H4,382311,1.0000,identity
H4,382312,H4,382312,1.0000,identity
H4,382313,H4,382313,1.0000,identity
H4,382319,H4,382319,1.0000,identity
H4,382370,H4,382370,1.0000,identity
H4,382410,H4,382410,1.0000,identity
H4,382430,H4,382430,1.0000,identity
H4,382440,H4,382440,1.0000,identity
H4,382450,H4,382450,1.0000,identity
H4,382460,H4,382460,1.0000,identity
H4,382471,H4,382471,1.0000,identity
H4,382472,H4,382472,1.0000,identity
H4,382473,H4,382473,1.0000,identity
H4,382474,H4,382474,1.0000,identity
H4,382475,H4,382475,1.0000,identity
H4,382476,H4,382476,1.0000,identity
H4,382477,H4,382477,1.0000,identity
H4,382478,H4,382478,1.0000,identity
H4,382479,H4,382479,1.0000,identity
H4,382481,H4,382481,1.0000,identity
H4,382482,H4,382482,1.0000,identity
H4,382483,H4,382483,1.0000,identity
H4,382490,H4,382490,1.0000,identity
H4,382510,H4,382510,1.0000,identity
H4,382520,H4,382520,1.0000,identity
H4,382530,H4,382530,1.0000,identity
H4,382541,H4,382541,1.0000,identity
H4,382549,H4,382549,1.0000,identity
H4,382550,H4,382550,1.0000,identity
H4,382561,H4,382561,1.0000,identity
H4,382569,H4,382569,1.0000,identity
H4,382590,H4,382590,1.0000,identity
H4,382600,H4,382600,1.0000,identity
H4,390110,H4,390110,1.0000,identity
H4,390120,H4,390120,1.0000,identity
H4,390130,H4,390130,1.0000,identity
H4,390190,H4,390190,1.0000,identity
H4,390210,H4,390210,1.0000,identity
H4,390220,H4,390220,1.0000,identity
H4,390230,H4,390230,1.0000,identity
H4,390290,H4,390290,1.0000,identity
H4,390311,H4,390311,1.0000,identity
H4,390319,H4,390319,1.0000,identity
H4,390320,H4,390320,1.0000,identity
H4,390330,H4,390330,1.0000,identity
H4,390390,H4,390390,1.0000,identity
H4,390410,H4,390410,1.0000,identity
H4,390421,H4,390421,1.0000,identity
H4,390422,H4,390422,1.0000,identity
H4,390430,H4,390430,1.0000,identity
H4,390440,H4,390440,1.0000,identity
H4,390450,H4,390450,1.0000,identity
H4,390461,H4,390461,1.0000,identity
H4,390469,H4,390469,1.0000,identity
H4,390490,H4,390490,1.0000,identity
H4,390512,H4,390512,1.0000,identity
H4,390519,H4,390519,1.0000,identity
H4,390521,H4,390521,1.0000,identity
H4,390529,H4,390529,1.0000,identity
H4,390530,H4,390530,1.0000,identity
H4,390591,H4,390591,1.0000,identity
H4,390599,H4,390599,1.0000,identity
H4,390610,H4,390610,1.0000,identity
H4,390690,H4,390690,1.0000,identity
H4,390710,H4,390710,1.0000,identity
H4,390720,H4,390720,1.0000,identity
H4,390730,H4,390730,1.0000,identity
H4,390740,H4,390740,1.0000,identity
H4,390750,H4,390750,1.0000,identity
H4,390760,H4,390760,1.0000,identity
H4,390770,H4,390770,1.0000,identity
H4,390791,H4,390791,1.0000,identity
H4,390799,H4,390799,1.0000,identity
H4,390810,H4,390810,1.0000,identity
H4,390890,H4,390890,1.0000,identity
H4,390910,H4,390910,1.0000,identity
H4,390920,H4,390920,1.0000,identity
H4,390930,H4,390930,1.0000,identity
H4,390940,H4,390940,1.0000,identity
H4,390950,H4,390950,1.0000,identity
H4,391000,H4,391000,1.0000,identity
H4,391110,H4,391110,1.0000,identity
H4,391190,H4,391190,1.0000,identity
H4,391211,H4,391211,1.0000,identity
H4,391212,H4,391212,1.0000,identity
H4,391220,H4,391220,1.0000,identity
H4,391231,H4,391231,1.0000,identity
H4,391239,H4,391239,1.0000,identity
H4,391290,H4,391290,1.0000,identity
H4,391310,H4,391310,1.0000,identity
H4,391390,H4,391390,1.0000,identity
H4,391400,H4,391400,1.0000,identity
H4,391510,H4,391510,1.0000,identity
H4,391520,H4,391520,1.0000,identity
H4,391530,H4,391530,1.0000,identity
H4,391590,H4,391590,1.0000,identity
H4,391610,H4,391610,1.0000,identity
H4,391620,H4,391620,1.0000,identity
H4,391690,H4,391690,1.0000,identity
H4,391710,H4,391710,1.0000,identity
H4,391721,H4,391721,1.0000,identity
H4,391722,H4,391722,1.0000,identity
H4,391723,H4,391723,1.0000,identity
H4,391729,H4,391729,1.0000,identity
H4,391731,H4,391731,1.0000,identity
H4,391732,H4,391732,1.0000,identity
H4,391733,H4,391733,1.0000,identity
H4,391739,H4,391739,1.0000,identity
H4,391740,H4,391740,1.0000,identity
H4,391810,H4,391810,1.0000,identity
H4,391890,H4,391890,1.0000,identity
H4,391910,H4,391910,1.0000,identity
H4,391990,H4,391990,1.0000,identity
H4,392010,H4,392010,1.0000,identity
H4,392020,H4,392020,1.0000,identity
H4,392030,H4,392030,1.0000,identity
H4,392043,H4,392043,1.0000,identity
H4,392049,H4,392049,1.0000,identity
H4,392051,H4,392051,1.0000,identity
H4,392059,H4,392059,1.0000,identity
H4,392061,H4,392061,1.0000,identity
H4,392062,H4,392062,1.0000,identity
H4,392063,H4,392063,1.0000,identity
H4,392069,H4,392069,1.0000,identity
H4,392071,H4,392071,1.0000,identity
H4,392073,H4,392073,1.0000,identity
H4,392079,H4,392079,1.0000,identity
H4,392091,H4,392091,1.0000,identity
H4,392092,H4,392092,1.0000,identity
H4,392093,H4,392093,1.0000,identity
H4,392094,H4,392094,1.0000,identity
H4,392099,H4,392099,1.0000,identity
H4,392111,H4,392111,1.0000,identity
H4,392112,H4,392112,1.0000,identity
H4,392113,H4,392113,1.0000,identity
H4,392114,H4,392114,1.0000,identity
H4,392119,H4,392119,1.0000,identity
H4,392190,H4,392190,1.0000,identity
H4,392210,H4,392210,1.0000,identity
H4,392220,H4,392220,1.0000,identity
H4,392290,H4,392290,1.0000,identity
H4,392310,H4,392310,1.0000,identity
H4,392321,H4,392321,1.0000,identity
