from_revision,from_code,to_revision,to_code,weight,note
H5,090620,H4,090620,1.0000,
H5,090710,H4,090710,1.0000,
H5,090720,H4,090720,1.0000,
H5,090811,H4,090811,1.0000,
H5,090812,H4,090812,1.0000,
H5,090821,H4,090821,1.0000,
H5,090822,H4,090822,1.0000,
H5,090831,H4,090831,1.0000,
H5,090832,H4,090832,1.0000,
H5,090921,H4,090921,1.0000,
H5,090922,H4,090922,1.0000,
H5,090931,H4,090931,1.0000,
H5,090932,H4,090932,1.0000,
H5,090961,H4,090961,1.0000,
H5,090962,H4,090962,1.0000,
H5,091011,H4,091011,1.0000,
H5,091012,H4,091012,1.0000,
H5,091020,H4,091020,1.0000,
H5,091030,H4,091030,1.0000,
H5,091091,H4,091091,1.0000,
H5,091099,H4,091099,1.0000,
H5,100111,H4,100111,1.0000,
H5,100119,H4,100119,1.0000,
H5,100191,H4,100191,1.0000,
H5,100199,H4,100199,1.0000,
H5,100210,H4,100210,1.0000,
H5,100290,H4,100290,1.0000,
H5,100310,H4,100310,1.0000,
H5,100390,H4,100390,1.0000,
H5,100410,H4,100410,1.0000,
H5,100490,H4,100490,1.0000,
H5,100510,H4,100510,1.0000,
H5,100590,H4,100590,1.0000,
H5,100610,H4,100610,1.0000,
H5,100620,H4,100620,1.0000,
H5,100630,H4,100630,1.0000,
H5,100640,H4,100640,1.0000,
H5,100710,H4,100710,1.0000,
H5,100790,H4,100790,1.0000,
H5,100810,H4,100810,1.0000,
H5,100821,H4,100821,1.0000,
H5,100829,H4,100829,1.0000,
H5,100830,H4,100830,1.0000,
H5,100840,H4,100840,1.0000,
H5,100850,H4,100850,1.0000,
H5,100860,H4,100860,1.0000,
H5,100890,H4,100890,1.0000,
H5,110100,H4,110100,1.0000,
H5,110220,H4,110220,1.0000,
H5,110290,H4,110290,1.0000,
H5,110311,H4,110311,1.0000,
H5,110313,H4,110313,1.0000,
H5,110319,H4,110319,1.0000,
H5,110320,H4,110320,1.0000,
H5,110412,H4,110412,1.0000,
H5,110419,H4,110419,1.0000,
H5,110422,H4,110422,1.0000,
H5,110423,H4,110423,1.0000,
H5,110429,H4,110429,1.0000,
H5,110430,H4,110430,1.0000,
H5,110510,H4,110510,1.0000,
H5,110520,H4,110520,1.0000,
H5,110610,H4,110610,1.0000,
H5,110620,H4,110620,1.0000,
H5,110630,H4,110630,1.0000,
H5,110710,H4,110710,1.0000,
H5,110720,H4,110720,1.0000,
H5,110811,H4,110811,1.0000,
H5,110812,H4,110812,1.0000,
H5,110813,H4,110813,1.0000,
H5,110814,H4,110814,1.0000,
H5,110819,H4,110819,1.0000,
H5,110820,H4,110820,1.0000,
H5,110900,H4,110900,1.0000,
H5,120110,H4,120110,1.0000,
H5,120190,H4,120190,1.0000,
H5,120230,H4,120230,1.0000,
H5,120241,H4,120241,1.0000,
H5,120242,H4,120242,1.0000,
H5,120300,H4,120300,1.0000,
H5,120400,H4,120400,1.0000,
H5,120510,H4,120510,1.0000,
H5,120590,H4,120590,1.0000,
H5,120600,H4,120600,1.0000,
H5,120710,H4,120710,1.0000,
H5,120721,H4,120721,1.0000,
H5,120729,H4,120729,1.0000,
H5,120730,H4,120730,1.0000,
H5,120740,H4,120740,1.0000,
H5,120750,H4,120750,1.0000,
H5,120760,H4,120760,1.0000,
H5,120770,H4,120770,1.0000,
H5,120791,H4,120791,1.0000,
H5,120799,H4,120799,1.0000,
H5,120810,H4,120810,1.0000,
H5,120890,H4,120890,1.0000,
H5,120910,H4,120910,1.0000,
H5,120921,H4,120921,1.0000,
H5,120922,H4,120922,1.0000,
H5,120923,H4,120923,1.0000,
H5,120924,H4,120924,1.0000,
H5,120925,H4,120925,1.0000,
H5,120929,H4,120929,1.0000,
H5,120930,H4,120930,1.0000,
H5,120991,H4,120991,1.0000,
H5,120999,H4,120999,1.0000,
H5,121010,H4,121010,1.0000,
H5,121020,H4,121020,1.0000,
H5,121120,H4,121120,1.0000,
H5,121130,H4,121130,1.0000,
H5,121140,H4,121140,1.0000,
H5,121150,H4,121150,1.0000,
H5,121190,H4,121190,1.0000,
H5,121221,H4,121221,1.0000,
H5,121229,H4,121229,1.0000,
H5,121291,H4,121291,1.0000,
H5,121292,H4,121292,1.0000,
H5,121293,H4,121293,1.0000,
H5,121294,H4,121294,1.0000,
H5,121299,H4,121299,1.0000,
H5,121300,H4,121300,1.0000,
H5,121410,H4,121410,1.0000,
H5,121490,H4,121490,1.0000,
H5,130120,H4,130120,1.0000,
H5,130190,H4,130190,1.0000,
H5,130211,H4,130211,1.0000,
H5,130212,H4,130212,1.0000,
H5,130213,H4,130213,1.0000,
H5,130214,H4,130214,1.0000,
H5,130219,H4,130219,1.0000,
H5,130220,H4,130220,1.0000,
H5,130231,H4,130231,1.0000,
H5,130232,H4,130232,1.0000,
H5,130239,H4,130239,1.0000,
H5,140110,H4,140110,1.0000,
H5,140120,H4,140120,1.0000,
H5,140190,H4,140190,1.0000,
H5,140420,H4,140420,1.0000,
H5,140490,H4,140490,1.0000,
H5,150110,H4,150110,1.0000,
H5,150120,H4,150120,1.0000,
H5,150190,H4,150190,1.0000,
H5,150210,H4,150210,1.0000,
H5,150290,H4,150290,1.0000,
H5,150300,H4,150300,1.0000,
H5,150410,H4,150410,1.0000,
H5,150420,H4,150420,1.0000,
H5,150430,H4,150430,1.0000,
H5,150500,H4,150500,1.0000,
H5,150600,H4,150600,1.0000,
H5,150710,H4,150710,1.0000,
H5,150790,H4,150790,1.0000,
H5,150810,H4,150810,1.0000,
H5,150890,H4,150890,1.0000,
H5,150910,H4,150910,1.0000,
H5,150990,H4,150990,1.0000,
H5,151000,H4,151000,1.0000,
H5,151110,H4,151110,1.0000,
H5,151190,H4,151190,1.0000,
H5,151211,H4,151211,1.0000,
H5,151219,H4,151219,1.0000,
H5,151221,H4,151221,1.0000,
H5,151229,H4,151229,1.0000,
H5,151311,H4,151311,1.0000,
H5,151319,H4,151319,1.0000,
H5,151321,H4,151321,1.0000,
H5,151329,H4,151329,1.0000,
H5,151411,H4,151411,1.0000,
H5,151419,H4,151419,1.0000,
H5,151491,H4,151491,1.0000,
H5,151499,H4,151499,1.0000,
H5,151511,H4,151511,1.0000,
H5,151519,H4,151519,1.0000,
H5,151521,H4,151521,1.0000,
H5,151529,H4,151529,1.0000,
H5,151530,H4,151530,1.0000,
H5,151550,H4,151550,1.0000,
H5,151590,H4,151590,1.0000,
H5,151610,H4,151610,1.0000,
H5,151620,H4,151620,1.0000,
H5,151710,H4,151710,1.0000,
H5,151790,H4,151790,1.0000,
H5,151800,H4,151800,1.0000,
H5,152000,H4,152000,1.0000,
H5,152110,H4,152110,1.0000,
H5,152190,H4,152190,1.0000,
H5,152200,H4,152200,1.0000,
H5,160100,H4,160100,1.0000,
H5,160210,H4,160210,1.0000,
H5,160220,H4,160220,1.0000,
H5,160231,H4,160231,1.0000,
H5,160232,H4,160232,1.0000,
H5,160239,H4,160239,1.0000,
H5,160241,H4,160241,1.0000,
H5,160242,H4,160242,1.0000,
H5,160249,H4,160249,1.0000,
H5,160250,H4,160250,1.0000,
H5,160290,H4,160290,1.0000,
H5,160300,H4,160300,1.0000,
H5,160411,H4,160411,1.0000,
H5,160412,H4,160412,1.0000,
H5,160413,H4,160413,1.0000,
H5,160414,H4,160414,1.0000,
H5,160415,H4,160415,1.0000,
H5,160416,H4,160416,1.0000,
H5,160417,H4,160417,1.0000,
H5,160418,H4,160418,1.0000,
H5,160419,H4,160419,1.0000,
H5,160420,H4,160420,1.0000,
H5,160431,H4,160431,1.0000,
H5,160432,H4,160432,1.0000,
H5,160510,H4,160510,1.0000,
H5,160521,H4,160521,1.0000,
H5,160529,H4,160529,1.0000,
H5,160530,H4,160530,1.0000,
H5,160540,H4,160540,1.0000,
H5,160551,H4,160551,1.0000,
H5,160552,H4,160552,1.0000,
H5,160553,H4,160553,1.0000,
H5,160554,H4,160554,1.0000,
H5,160555,H4,160555,1.0000,
H5,160556,H4,160556,1.0000,
H5,160557,H4,160557,1.0000,
H5,160558,H4,160558,1.0000,
H5,160559,H4,160559,1.0000,
H5,160561,H4,160561,1.0000,
H5,160562,H4,160562,1.0000,
H5,160563,H4,160563,1.0000,
H5,160569,H4,160569,1.0000,
H5,170112,H4,170112,1.0000,
H5,170113,H4,170113,1.0000,
H5,170114,H4,170114,1.0000,
H5,170191,H4,170191,1.0000,
H5,170199,H4,170199,1.0000,
H5,170211,H4,170211,1.0000,
H5,170219,H4,170219,1.0000,
H5,170220,H4,170220,1.0000,
H5,170230,H4,170230,1.0000,
H5,170240,H4,170240,1.0000,
H5,170250,H4,170250,1.0000,
H5,170260,H4,170260,1.0000,
H5,170290,H4,170290,1.0000,
H5,170310,H4,170310,1.0000,
H5,170390,H4,170390,1.0000,
H5,170410,H4,170410,1.0000,
H5,170490,H4,170490,1.0000,
H5,180100,H4,180100,1.0000,
H5,180200,H4,180200,1.0000,
H5,180310,H4,180310,1.0000,
H5,180320,H4,180320,1.0000,
H5,180400,H4,180400,1.0000,
H5,180500,H4,180500,1.0000,
H5,180610,H4,180610,1.0000,
H5,180620,H4,180620,1.0000,
H5,180631,H4,180631,1.0000,
H5,180632,H4,180632,1.0000,
H5,180690,H4,180690,1.0000,
H5,190110,H4,190110,1.0000,
H5,190120,H4,190120,1.0000,
H5,190190,H4,190190,1.0000,
H5,190211,H4,190211,1.0000,
H5,190219,H4,190219,1.0000,
H5,190220,H4,190220,1.0000,
H5,190230,H4,190230,1.0000,
H5,190240,H4,190240,1.0000,
H5,190300,H4,190300,1.0000,
H5,190410,H4,190410,1.0000,
H5,190420,H4,190420,1.0000,
H5,190430,H4,190430,1.0000,
H5,190490,H4,190490,1.0000,
H5,190510,H4,190510,1.0000,
H5,190520,H4,190520,1.0000,
H5,190531,H4,190531,1.0000,
H5,190532,H4,190532,1.0000,
H5,190540,H4,190540,1.0000,
H5,190590,H4,190590,1.0000,
H5,200110,H4,200110,1.0000,
H5,200190,H4,200190,1.0000,
H5,200210,H4,200210,1.0000,
H5,200290,H4,200290,1.0000,
H5,200310,H4,200310,1.0000,
H5,200390,H4,200390,1.0000,
H5,200410,H4,200410,1.0000,
H5,200490,H4,200490,1.0000,
H5,200510,H4,200510,1.0000,
H5,200520,H4,200520,1.0000,
H5,200540,H4,200540,1.0000,
H5,200551,H4,200551,1.0000,
H5,200559,H4,200559,1.0000,
H5,200560,H4,200560,1.0000,
H5,200570,H4,200570,1.0000,
H5,200580,H4,200580,1.0000,
H5,200591,H4,200591,1.0000,
H5,200599,H4,200599,1.0000,
H5,200600,H4,200600,1.0000,
H5,200710,H4,200710,1.0000,
H5,200791,H4,200791,1.0000,
H5,200799,H4,200799,1.0000,
H5,200811,H4,200811,1.0000,
H5,200819,H4,200819,1.0000,
H5,200820,H4,200820,1.0000,
H5,200830,H4,200830,1.0000,
H5,200840,H4,200840,1.0000,
H5,200850,H4,200850,1.0000,
H5,200860,H4,200860,1.0000,
H5,200870,H4,200870,1.0000,
H5,200880,H4,200880,1.0000,
H5,200891,H4,200891,1.0000,
H5,200893,H4,200893,1.0000,
H5,200897,H4,200897,1.0000,
H5,200899,H4,200899,1.0000,
H5,200911,H4,200911,1.0000,
H5,200912,H4,200912,1.0000,
H5,200919,H4,200919,1.0000,
H5,200921,H4,200921,1.0000,
H5,200929,H4,200929,1.0000,
H5,200931,H4,200931,1.0000,
H5,200939,H4,200939,1.0000,
H5,200941,H4,200941,1.0000,
H5,200949,H4,200949,1.0000,
H5,200950,H4,200950,1.0000,
H5,200961,H4,200961,1.0000,
H5,200969,H4,200969,1.0000,
H5,200971,H4,200971,1.0000,
H5,200979,H4,200979,1.0000,
H5,200981,H4,200981,1.0000,
H5,200989,H4,200989,1.0000,
H5,200990,H4,200990,1.0000,
H5,210111,H4,210111,1.0000,
H5,210112,H4,210112,1.0000,
H5,210120,H4,210120,1.0000,
H5,210130,H4,210130,1.0000,
H5,210210,H4,210210,1.0000,
H5,210220,H4,210220,1.0000,
H5,210230,H4,210230,1.0000,
H5,210310,H4,210310,1.0000,
H5,210320,H4,210320,1.0000,
H5,210330,H4,210330,1.0000,
H5,210390,H4,210390,1.0000,
H5,210410,H4,210410,1.0000,
H5,210420,H4,210420,1.0000,
H5,210500,H4,210500,1.0000,
H5,210610,H4,210610,1.0000,
H5,210690,H4,210690,1.0000,
H5,220110,H4,220110,1.0000,
H5,220190,H4,220190,1.0000,
H5,220210,H4,220210,1.0000,
H5,220291,H4,220291,1.0000,
H5,220299,H4,220299,1.0000,
H5,220300,H4,220300,1.0000,
H5,220410,H4,220410,1.0000,
H5,220421,H4,220421,1.0000,
H5,220422,H4,220422,1.0000,
H5,220429,H4,220429,1.0000,
H5,220430,H4,220430,1.0000,
H5,220510,H4,220510,1.0000,
H5,220590,H4,220590,1.0000,
H5,220600,H4,220600,1.0000,
H5,220710,H4,220710,1.0000,
H5,220720,H4,220720,1.0000,
H5,220820,H4,220820,1.0000,
H5,220830,H4,220830,1.0000,
H5,220840,H4,220840,1.0000,
H5,220850,H4,220850,1.0000,
H5,220860,H4,220860,1.0000,
H5,220870,H4,220870,1.0000,
H5,220890,H4,220890,1.0000,
H5,220900,H4,220900,1.0000,
H5,230110,H4,230110,1.0000,
H5,230120,H4,230120,1.0000,
H5,230210,H4,230210,1.0000,
H5,230230,H4,230230,1.0000,
H5,230240,H4,230240,1.0000,
H5,230250,H4,230250,1.0000,
H5,230310,H4,230310,1.0000,
H5,230320,H4,230320,1.0000,
H5,230330,H4,230330,1.0000,
H5,230400,H4,230400,1.0000,
H5,230500,H4,230500,1.0000,
H5,230610,H4,230610,1.0000,
H5,230620,H4,230620,1.0000,
H5,230630,H4,230630,1.0000,
H5,230641,H4,230641,1.0000,
H5,230649,H4,230649,1.0000,
H5,230650,H4,230650,1.0000,
H5,230660,H4,230660,1.0000,
H5,230690,H4,230690,1.0000,
H5,230700,H4,230700,1.0000,
H5,230800,H4,230800,1.0000,
H5,230910,H4,230910,1.0000,
H5,230990,H4,230990,1.0000,
H5,240110,H4,240110,1.0000,
H5,240120,H4,240120,1.0000,
H5,240130,H4,240130,1.0000,
H5,240210,H4,240210,1.0000,
H5,240220,H4,240220,1.0000,
H5,240290,H4,240290,1.0000,
H5,240311,H4,240311,1.0000,
H5,240319,H4,240319,1.0000,
H5,240391,H4,240391,1.0000,
H5,240399,H4,240399,1.0000,
H5,250100,H4,250100,1.0000,
H5,250200,H4,250200,1.0000,
H5,250300,H4,250300,1.0000,
H5,250410,H4,250410,1.0000,
H5,250490,H4,250490,1.0000,
H5,250510,H4,250510,1.0000,
H5,250590,H4,250590,1.0000,
H5,250610,H4,250610,1.0000,
H5,250620,H4,250620,1.0000,
H5,250700,H4,250700,1.0000,
H5,250810,H4,250810,1.0000,
H5,250830,H4,250830,1.0000,
H5,250840,H4,250840,1.0000,
H5,250850,H4,250850,1.0000,
H5,250860,H4,250860,1.0000,
H5,250870,H4,250870,1.0000,
H5,250900,H4,250900,1.0000,
H5,251010,H4,251010,1.0000,
H5,251020,H4,251020,1.0000,
H5,251110,H4,251110,1.0000,
H5,251120,H4,251120,1.0000,
H5,251200,H4,251200,1.0000,
H5,251310,H4,251310,1.0000,
H5,251320,H4,251320,1.0000,
H5,251400,H4,251400,1.0000,
H5,251511,H4,251511,1.0000,
H5,251512,H4,251512,1.0000,
H5,251520,H4,251520,1.0000,
H5,251611,H4,251611,1.0000,
H5,251612,H4,251612,1.0000,
H5,251620,H4,251620,1.0000,
H5,251690,H4,251690,1.0000,
H5,251710,H4,251710,1.0000,
H5,251720,H4,251720,1.0000,
H5,251730,H4,251730,1.0000,
H5,251741,H4,251741,1.0000,
H5,251749,H4,251749,1.0000,
H5,251810,H4,251810,1.0000,
H5,251820,H4,251820,1.0000,
H5,251830,H4,251830,1.0000,
H5,251910,H4,251910,1.0000,
H5,251990,H4,251990,1.0000,
H5,252010,H4,252010,1.0000,
H5,252020,H4,252020,1.0000,
H5,252100,H4,252100,1.0000,
H5,252210,H4,252210,1.0000,
H5,252220,H4,252220,1.0000,
H5,252230,H4,252230,1.0000,
H5,252310,H4,252310,1.0000,
H5,252321,H4,252321,1.0000,
H5,252329,H4,252329,1.0000,
H5,252330,H4,252330,1.0000,
H5,252390,H4,252390,1.0000,
H5,252410,H4,252410,1.0000,
H5,252490,H4,252490,1.0000,
H5,252510,H4,252510,1.0000,
H5,252520,H4,252520,1.0000,
H5,252530,H4,252530,1.0000,
H5,252610,H4,252610,1.0000,
H5,252620,H4,252620,1.0000,
H5,252800,H4,252800,1.0000,
H5,252910,H4,252910,1.0000,
H5,252921,H4,252921,1.0000,
H5,252922,H4,252922,1.0000,
H5,252930,H4,252930,1.0000,
H5,253010,H4,253010,1.0000,
H5,253020,H4,253020,1.0000,
H5,253090,H4,253090,1.0000,
H5,260111,H4,260111,1.0000,
H5,260112,H4,260112,1.0000,
H5,260120,H4,260120,1.0000,
H5,260200,H4,260200,1.0000,
H5,260300,H4,260300,1.0000,
H5,260400,H4,260400,1.0000,
H5,260500,H4,260500,1.0000,
H5,260600,H4,260600,1.0000,
H5,260700,H4,260700,1.0000,
H5,260800,H4,260800,1.0000,
H5,260900,H4,260900,1.0000,
H5,261000,H4,261000,1.0000,
H5,261100,H4,261100,1.0000,
H5,261210,H4,261210,1.0000,
H5,261220,H4,261220,1.0000,
H5,261310,H4,261310,1.0000,
H5,261390,H4,261390,1.0000,
H5,261400,H4,261400,1.0000,
H5,261510,H4,261510,1.0000,
H5,261590,H4,261590,1.0000,
H5,261610,H4,261610,1.0000,
H5,261690,H4,261690,1.0000,
H5,261710,H4,261710,1.0000,
H5,261790,H4,261790,1.0000,
H5,261800,H4,261800,1.0000,
H5,261900,H4,261900,1.0000,
H5,262011,H4,262011,1.0000,
H5,262019,H4,262019,1.0000,
H5,262021,H4,262021,1.0000,
H5,262029,H4,262029,1.0000,
H5,262030,H4,262030,1.0000,
H5,262040,H4,262040,1.0000,
H5,262060,H4,262060,1.0000,
H5,262091,H4,262091,1.0000,
H5,262099,H4,262099,1.0000,
H5,262110,H4,262110,1.0000,
H5,262190,H4,262190,1.0000,
H5,270111,H4,270111,1.0000,
H5,270112,H4,270112,1.0000,
H5,270119,H4,270119,1.0000,
H5,270120,H4,270120,1.0000,
H5,270210,H4,270210,1.0000,
H5,270220,H4,270220,1.0000,
H5,270300,H4,270300,1.0000,
H5,270400,H4,270400,1.0000,
H5,270500,H4,270500,1.0000,
H5,270600,H4,270600,1.0000,
H5,270710,H4,270710,1.0000,
H5,270720,H4,270720,1.0000,
H5,270730,H4,270730,1.0000,
H5,270740,H4,270740,1.0000,
H5,270750,H4,270750,1.0000,
H5,270791,H4,270791,1.0000,
H5,270799,H4,270799,1.0000,
H5,270810,H4,270810,1.0000,
H5,270820,H4,270820,1.0000,
H5,270900,H4,270900,1.0000,
H5,271012,H4,271012,1.0000,
H5,271019,H4,271019,1.0000,
H5,271020,H4,271020,1.0000,
H5,271091,H4,271091,1.0000,
H5,271099,H4,271099,1.0000,
H5,271111,H4,271111,1.0000,
H5,271112,H4,271112,1.0000,
H5,271113,H4,271113,1.0000,
H5,271114,H4,271114,1.0000,
H5,271119,H4,271119,1.0000,
H5,271121,H4,271121,1.0000,
H5,271129,H4,271129,1.0000,
H5,271210,H4,271210,1.0000,
H5,271220,H4,271220,1.0000,
H5,271290,H4,271290,1.0000,
H5,271311,H4,271311,1.0000,
H5,271312,H4,271312,1.0000,
H5,271320,H4,271320,1.0000,
H5,271390,H4,271390,1.0000,
H5,271410,H4,271410,1.0000,
H5,271490,H4,271490,1.0000,
H5,271500,H4,271500,1.0000,
H5,271600,H4,271600,1.0000,
H5,280110,H4,280110,1.0000,
H5,280120,H4,280120,1.0000,
H5,280130,H4,280130,1.0000,
H5,280200,H4,280200,1.0000,
H5,280300,H4,280300,1.0000,
H5,280410,H4,280410,1.0000,
H5,280421,H4,280421,1.0000,
H5,280429,H4,280429,1.0000,
H5,280430,H4,280430,1.0000,
H5,280440,H4,280440,1.0000,
H5,280450,H4,280450,1.0000,
H5,280461,H4,280461,1.0000,
H5,280469,H4,280469,1.0000,
H5,280470,H4,280470,1.0000,
H5,280480,H4,280480,1.0000,
H5,280490,H4,280490,1.0000,
H5,280511,H4,280511,1.0000,
H5,280512,H4,280512,1.0000,
H5,280519,H4,280519,1.0000,
H5,280530,H4,280530,1.0000,
H5,280540,H4,280540,1.0000,
H5,280610,H4,280610,1.0000,
H5,280620,H4,280620,1.0000,
H5,280700,H4,280700,1.0000,
H5,280800,H4,280800,1.0000,
H5,280910,H4,280910,1.0000,
H5,280920,H4,280920,1.0000,
H5,281000,H4,281000,1.0000,
H5,281111,H4,281111,1.0000,
H5,281112,H4,281112,1.0000,
H5,281119,H4,281119,1.0000,
H5,281121,H4,281121,1.0000,
H5,281122,H4,281122,1.0000,
H5,281129,H4,281129,1.0000,
H5,281211,H4,281211,1.0000,
H5,281212,H4,281212,1.0000,
H5,281213,H4,281213,1.0000,
H5,281214,H4,281214,1.0000,
H5,281215,H4,281215,1.0000,
H5,281216,H4,281216,1.0000,
H5,281217,H4,281217,1.0000,
H5,281219,H4,281219,1.0000,
H5,281290,H4,281290,1.0000,
H5,281310,H4,281310,1.0000,
H5,281390,H4,281390,1.0000,
H5,281410,H4,281410,1.0000,
H5,281420,H4,281420,1.0000,
H5,281511,H4,281511,1.0000,
H5,281512,H4,281512,1.0000,
H5,281520,H4,281520,1.0000,
H5,281530,H4,281530,1.0000,
H5,281610,H4,281610,1.0000,
H5,281640,H4,281640,1.0000,
H5,281700,H4,281700,1.0000,
H5,281810,H4,281810,1.0000,
H5,281820,H4,281820,1.0000,
H5,281830,H4,281830,1.0000,
H5,281910,H4,281910,1.0000,
H5,281990,H4,281990,1.0000,
H5,282010,H4,282010,1.0000,
H5,282090,H4,282090,1.0000,
H5,282110,H4,282110,1.0000,
H5,282120,H4,282120,1.0000,
H5,282200,H4,282200,1.0000,
H5,282300,H4,282300,1.0000,
H5,282410,H4,282410,1.0000,
H5,282490,H4,282490,1.0000,
H5,282510,H4,282510,1.0000,
H5,282520,H4,282520,1.0000,
H5,282530,H4,282530,1.0000,
H5,282540,H4,282540,1.0000,
H5,282550,H4,282550,1.0000,
H5,282560,H4,282560,1.0000,
H5,282570,H4,282570,1.0000,
H5,282580,H4,282580,1.0000,
H5,282590,H4,282590,1.0000,
H5,282612,H4,282612,1.0000,
H5,282619,H4,282619,1.0000,
H5,282630,H4,282630,1.0000,
H5,282690,H4,282690,1.0000,
H5,282710,H4,282710,1.0000,
H5,282720,H4,282720,1.0000,
H5,282731,H4,282731,1.0000,
H5,282732,H4,282732,1.0000,
H5,282735,H4,282735,1.0000,
H5,282739,H4,282739,1.0000,
H5,282741,H4,282741,1.0000,
H5,282749,H4,282749,1.0000,
H5,282751,H4,282751,1.0000,
H5,282759,H4,282759,1.0000,
H5,282760,H4,282760,1.0000,
H5,282810,H4,282810,1.0000,
H5,282890,H4,282890,1.0000,
H5,282911,H4,282911,1.0000,
H5,282919,H4,282919,1.0000,
H5,282990,H4,282990,1.0000,
H5,283010,H4,283010,1.0000,
H5,283090,H4,283090,1.0000,
H5,283110,H4,283110,1.0000,
H5,283190,H4,283190,1.0000,
H5,283210,H4,283210,1.0000,
H5,283220,H4,283220,1.0000,
H5,283230,H4,283230,1.0000,
H5,283311,H4,283311,1.0000,
H5,283319,H4,283319,1.0000,
H5,283321,H4,283321,1.0000,
H5,283322,H4,283322,1.0000,
H5,283324,H4,283324,1.0000,
H5,283325,H4,283325,1.0000,
H5,283327,H4,283327,1.0000,
H5,283329,H4,283329,1.0000,
H5,283330,H4,283330,1.0000,
H5,283340,H4,283340,1.0000,
H5,283410,H4,283410,1.0000,
H5,283421,H4,283421,1.0000,
H5,283429,H4,283429,1.0000,
H5,283510,H4,283510,1.0000,
H5,283522,H4,283522,1.0000,
H5,283524,H4,283524,1.0000,
H5,283525,H4,283525,1.0000,
H5,283526,H4,283526,1.0000,
H5,283529,H4,283529,1.0000,
H5,283531,H4,283531,1.0000,
H5,283539,H4,283539,1.0000,
H5,283620,H4,283620,1.0000,
H5,283630,H4,283630,1.0000,
H5,283640,H4,283640,1.0000,
H5,283650,H4,283650,1.0000,
H5,283660,H4,283660,1.0000,
H5,283691,H4,283691,1.0000,
H5,283692,H4,283692,1.0000,
H5,283699,H4,283699,1.0000,
H5,283711,H4,283711,1.0000,
H5,283719,H4,283719,1.0000,
H5,283720,H4,283720,1.0000,
H5,283911,H4,283911,1.0000,
H5,283919,H4,283919,1.0000,
H5,283990,H4,283990,1.0000,
H5,284011,H4,284011,1.0000,
H5,284019,H4,284019,1.0000,
H5,284020,H4,284020,1.0000,
H5,284030,H4,284030,1.0000,
H5,284130,H4,284130,1.0000,
H5,284150,H4,284150,1.0000,
H5,284161,H4,284161,1.0000,
H5,284169,H4,284169,1.0000,
H5,284170,H4,284170,1.0000,
H5,284180,H4,284180,1.0000,
H5,284190,H4,284190,1.0000,
H5,284210,H4,284210,1.0000,
H5,284290,H4,284290,1.0000,
H5,284310,H4,284310,1.0000,
H5,284321,H4,284321,1.0000,
H5,284329,H4,284329,1.0000,
H5,284330,H4,284330,1.0000,
H5,284390,H4,284390,1.0000,
H5,284410,H4,284410,1.0000,
H5,284420,H4,284420,1.0000,
H5,284430,H4,284430,1.0000,
H5,284440,H4,284440,1.0000,
H5,284450,H4,284450,1.0000,
H5,284510,H4,284510,1.0000,
H5,284590,H4,284590,1.0000,
H5,284610,H4,284610,1.0000,
H5,284690,H4,284690,1.0000,
H5,284700,H4,284700,1.0000,
H5,284910,H4,284910,1.0000,
H5,284920,H4,284920,1.0000,
H5,284990,H4,284990,1.0000,
H5,285000,H4,285000,1.0000,
H5,285210,H4,285210,1.0000,
H5,285290,H4,285290,1.0000,
H5,285310,H4,285310,1.0000,
H5,285390,H4,285390,1.0000,
H5,290110,H4,290110,1.0000,
H5,290121,H4,290121,1.0000,
H5,290122,H4,290122,1.0000,
H5,290123,H4,290123,1.0000,
H5,290124,H4,290124,1.0000,
H5,290129,H4,290129,1.0000,
H5,290211,H4,290211,1.0000,
H5,290219,H4,290219,1.0000,
H5,290220,H4,290220,1.0000,
H5,290230,H4,290230,1.0000,
H5,290241,H4,290241,1.0000,
H5,290242,H4,290242,1.0000,
H5,290243,H4,290243,1.0000,
H5,290244,H4,290244,1.0000,
H5,290250,H4,290250,1.0000,
H5,290260,H4,290260,1.0000,
H5,290270,H4,290270,1.0000,
H5,290290,H4,290290,1.0000,
H5,290311,H4,290311,1.0000,
H5,290312,H4,290312,1.0000,
H5,290313,H4,290313,1.0000,
H5,290314,H4,290314,1.0000,
H5,290315,H4,290315,1.0000,
H5,290319,H4,290319,1.0000,
H5,290321,H4,290321,1.0000,
H5,290322,H4,290322,1.0000,
H5,290323,H4,290323,1.0000,
H5,290329,H4,290329,1.0000,
H5,290331,H4,290331,1.0000,
H5,290339,H4,290339,1.0000,
H5,290371,H4,290371,1.0000,
H5,290372,H4,290372,1.0000,
H5,290373,H4,290373,1.0000,
H5,290374,H4,290374,1.0000,
H5,290375,H4,290375,1.0000,
H5,290376,H4,290376,1.0000,
H5,290377,H4,290377,1.0000,
H5,290378,H4,290378,1.0000,
H5,290379,H4,290379,1.0000,
H5,290381,H4,290381,1.0000,
H5,290382,H4,290382,1.0000,
H5,290383,H4,290383,1.0000,
H5,290389,H4,290389,1.0000,
H5,290391,H4,290391,1.0000,
H5,290392,H4,290392,1.0000,
H5,290393,H4,290393,1.0000,
H5,290394,H4,290394,1.0000,
H5,290399,H4,290399,1.0000,
H5,290410,H4,290410,1.0000,
H5,290420,H4,290420,1.0000,
H5,290431,H4,290431,1.0000,
H5,290432,H4,290432,1.0000,
H5,290433,H4,290433,1.0000,
